;tweetid;target;seen;stance;comet_intent;llm_intent;rational;text
2774;104;israel;1;0;to be a leader in control power charge;criticizes israel's influence on us policies towards the middle east.;the Israel Lobby does not have a veto on US policies towards the ME,;I think that Mr. Miller is really burying his head in the sand here, to the point of undermining his own credibility. This seems a prime example of wilful ignorance. It is true that the Israel Lobby does not have a veto on US policies towards the ME, but it comes awfully close. It is apparent that domestic politics has a far greater influence on this issue than any other foreign policy issue. In watching Obama's struggles with Netanyahu over the past few years, it is most striking that the leader of a foreign nation could come onto American shores and do and say the kind of things that Netanyahu has and get away with it. He can do this because he can draw on the support of a domestic constituency that Obama, apparently, cannot afford to alienate. Indeed, when we consider how much Obama has humiliated himself by backing down from his own stated positions, Mr. Miller's position becomes almost bizarre. Strong and inventive Presidents have been effective in the ME in the past, but their achievements have been limited and none had to operate in the kind of politically polarized domestic political environment facing Obama.
2775;21334;deaf people;1;2;to be a leader in control charge the power;the intention of this tweet is to express concern and warn about the potential risks of improperly integrating young immigrant men into european society, suggesting it could inadvertently strengthen groups like isis.;ISIS would no longer have to train their own soldiers. Europe would do it for them.;Why would Europe want to turn this mass of young immigrant men into a modern highly trained fighting force? ISIS would no longer have to train their own soldiers. Europe would do it for them. And this fighting force would be located right in the heart of those naive European countries.
2776;5580;breaking the law;1;1;to help the poor punish criminals people;the intention of the tweet is to justify the policy of giving oil to the squeaky hinges, which rewards lawbreaking and penalizes those who have not gotten caught breaking the law.;it makes sense to give the oil to the squeaky hinges, thereby;As long as jobs are scarce, it makes sense that people who have not been convicted should have a better shot at them. This means that the burden of the scarcity of jobs should fall more heavily on the convicted, even though this makes it more difficult for them to go straight and have successful lives. On the other hand, those with criminal records and experience are more likely to return to crime if they cant find legal sources of income like jobs, and those with no criminal experience are less likely. From this point of view, it makes sense to give the oil to the squeaky hinges, thereby rewarding lawbreaking and penalizing those who have not gotten caught breaking the law. This is our present policy, which we wind up with because it is supposedly cheaper in the short run. People unlikely to make trouble because they cannot find jobs are left to their own devices.
2777;3267;unfairness in taxation;1;0;to be fair fair. treated fairly help the poor;the intention of the tweet is to advocate for fairness in taxation.;I think it's about time that we treat ALL INCOME the same;I think it's about time that we treat ALL INCOME the same. If an investment earns a yearly dividend, those earnings are new money (earnings) and should be treated the same as wages or the interest on my personal savings account or my certificate of deposit. To allow capital gains to be taxed at a lower rate than the few hundred dollars in interest on a senior's CD is to place a higher proportional burden on the retiree than on the multimillionaire who is currently running for President. I'm looking for fairness with this issue.
2778;7945;libertarian;1;0;to get out of the country away from government way people;the intention of the tweet towards the target 'libertarian' is to insult and criticize their views on taxation.;lower taxes or -- Zounds! -- NO taxes on coupon-clipping is a;A lower tax rate on unearned income than on income earned from work is an insult to all working Americans. No matter how much blah-blah people from the Cato Institute and other dens of traitors spew, lower taxes or -- Zounds! -- NO taxes on coupon-clipping is a throwback to the days of the nobility expecting us peasant to step into the gutter and touch our caps when their Lordships passed by. Get out of my country, Miron. Go someplace like Monaco. You'll like it better there.
2779;20432;b12 vitamin;1;2;to not get caught be fair. fair make money;the user expresses criticism of corporations and advocates for tougher regulations and penalties for corporate law-breaking, suggesting a call for corporate accountability and reform.;I will give Ian Adams the benefit of the doubt and figure he is just too young to;Based on his picture, I will give Ian Adams the benefit of the doubt and figure he is just too young to understand how corporations work. Corporations race to the bottom in competitive behavior, justify all law-breaking and law-bending by saying that is their duty to their shareholders, and treat any financial penalties as the cost of doing business (most penalties are less than the ill-gained profits). What we need is tougher regulation (working to avoid regulatory capture by those who are to be regulated) and tough jail penalties for corporate officers.
2780;9173;veganism;1;0;to be healthy healthy. not get sick;the intention of the tweet towards target'veganism' is to express skepticism and concern about the health effects of a vegan diet, and to criticize vegans who take a self-righteous attitude towards non-vegans.;The few vegans I have known--granted, a small sampling--have;"I am an omnivore who eats a well-balanced diet with plenty of fruit and vegetables, eggs and moderate amounts of meat. I love cheese and yogurt, milk in my oatmeal, a splash or two of half-and-half in my coffee. I don't bother with sunscreen unless I'm at the beach and get my sun from walking around the city and jogging in Central Park. However, at my last checkup, I discovered that I am deficient in vitamin D. My doctor recommended I add a supplement. It seems it's hard enough to get all the nutrients one needs for optimal health from an omnivore's diet. The few vegans I have known--granted, a small sampling--have always looked unhealthy to me, with sallow skin and dull hair. I knew a vegan who insisted on feeding her baby a vegan diet as well, and that poor child is underweight and I'm afraid to say not very bright. I will not condemn a vegan, however, for his or her dietary choices; I wish that those vegans who do take a self-righteous attitude toward non-vegans would not condemn us for ours."
2781;4541;electric cars;1;1;to save money money. buy a car make;the intention of the tweet towards target 'electric cars' is to argue that the initial high cost of electric cars will eventually decrease, making them more affordable and reducing our addiction to gas.;There will be leaders who will pay too much for electric cars of this type (remember the;To comment #1 above: This is only a short term cost differential (2-5 years) until the manufacturing ramps up. The Toyota Prius was also ridiculed for it's inability to be profitable when it first came out. Now it is the only car that Toyota dealers will not offer any incentive on. There will be leaders who will pay too much for electric cars of this type (remember the 15,000 LCD screens), but in a short period of time the prices will make our addiction to gas go away.
2782;16012;speaker;1;1;to be left alone alone. a good wife person;the intention of the tweet towards the target'speaker' is to criticize the role of first ladies and suggest that they should not have an official role or receive funding for their activities.;What they say is essentially dishonest and phony otherwise;Wives should never speak at conventions or on national TV unless they are a salaried offical or employee in the administration. What they say is essentially dishonest and phony otherwise. But, more important, we desperately need to abolish the use of the term *First Lady*. We are not an aristocracy. The wife of the President has no official role and not a penny should be spent on an office, staff, her clothes, her trips, her hobbies or her press. When we have a woman as President (Clinton's speech last night was the kick-off the 2016 Hillary campaign) the absurdity of giving titles to spouses will be obvious. Enough of the *royal* Presidency. Michelle Obama is a terrific speaker and she should run for office. But until she does, she should keep quiet. ( Ann Romney as well) Let their husbands stand or fall on their own accomplishments.
2783;21638;motherhood;1;2;to be educated inclusive learn something;the intention of this tweet is to promote the value of single-sex education as a valid choice among various school options, and to argue against the notion that it is inferior or harmful.;Wanting to go to a single sex school is no different ultimately than wanting to;Wanting to go to a single sex school is no different ultimately than wanting to go to a warm weather school or a school in the mountains or a snowy New England school. It is a landscape with a lot of valid choices. If you've ever visited Wellesley or Smith you will see an amazing learning environment in both locales. That schools struggle and go away is a natural thing: the landscape changes and the choices have increased dramatically. The idea that someone can state that single sex education is in any way bad is silly. It is not for everybody but please don't come up with theories to suggest it is not a choice for some: remember we've cultivated a pluralistic society where our wants and needs understandable differ.
2784;4823;experience;1;1;to be the best a leader successful get better;the intention of the tweet towards target 'experience' is to express gratitude for the learning experience and how it has improved the author's skills and abilities over time.;42 years later I'm so much better and more consistent;My first class came back to see if I would return--such was the nature of my terror and inexperience. It didn't take long to pick up the basics, but 42 years later I'm so much better and more consistent. I know how to be more generous and more demanding at the same time, and I know how to catch the fragile students before they tune out or disappear. And the need to innovate doesn't come from the teaching style du jour: it comes from a continuous involvement and pleasure in getting better at what you do.Experience counts.
2785;21483;status teacher;1;2;to be a good person friend better have relationship leader;the intention of the tweet is to advocate for normalizing relations with cuba, criticizing the long-standing embargo as a hypocritical policy decision.;The Cuban Embargo has been a tragic farce for decades;The Cuban Embargo has been a tragic farce for decades. Ever since the USA normalized relations with China and Russia our continued lack of normal relations with Cuba has stood out as one of the worst and most hypocritical policy decisions ever made by the USA. If we finally change this policy it will be one a wonderful thing and the whole world will applaud. Normalize Cuba Now!
2786;7118;debate;1;1;to be in power control charge gain;the intention of the tweet towards the target 'debate' is to criticize and discredit the claims of fairness and following rules in the context of immigration policy.;Best case scenario for the followers of Trump, and for the majority of conservative Republicans, is to;This debate, the claims of following rules, or of the talk of fairness, this is all a charade to hide what this is all really about. Best case scenario for the followers of Trump, and for the majority of conservative Republicans, is to ship as many hispanics out of this country, so that the Republican white majority party can maintain its political power for the foreseeable future. What nonsense to suggest that a human being can make a life for themselves somewhere for many years. And then someone says, you didn't follow the rules in the beginning -- so out of fairness let's destroy the decades of hard work, dedication, and yes, disregard the taxes that you paid while you were here. By the way, in case you were wondering, I'm a first generation Dominican-American whose naturalized parents emigrated to New York legally in the 60s.
2787;16852;the bp disaster;1;0;to be a leader make point in control charge;the intention of the tweet towards 'the bp disaster' is to criticize the proposed expansion of off-shore drilling and its potential impact on the environment and future generations.;with all we know about climate change, with the history of the BP disaster, should be;The fact that the newspaper of record can host a debate on the proposed expansion of off-shore drilling, with all we know about climate change, with the history of the BP disaster, should be all the proof anyone needs that we have a sick, greed-driven group of people making and reporting on our energy and economic policies. Unless the people rise up and challenge this insanity, people like Rob Whittman will see to it that we leave our children with a very bleak future.
2788;13487;european service;1;1;to earn a living make money. money;the intention of the tweet towards target 'european service' is to criticize the service industry in europe for being lazy, indifferent, and hostile.;the service is lazy, indifferent and hostile;I waited tables and delivered pizza in high school and college. These days, to cover my second mortgage, I do anything ... including work for a catering service. I work hard and get tipped well. I've discovered that tipping is like manners, both are taught from an early age and area necessary measure in working relationships. I can always tell the difference between someone who doesn't have enough funds to tip and someone who is indifferent/ignorant/cheap. I always though everyone should have to work a job where they depend upon gratuities as part of their compensation. Nobody tips as well as others who work (or worked) in the service industry. Want the alternative? Go live in Europe... where the service is lazy, indifferent and hostile. I always thought the American system would put a jump in their step on the continent !!
2789;15884;declawing prevents cat overpopulation;1;0;to be a veterinarian vet doctor save the world;the intention of the tweet is to refute the claim that declawing prevents cat overpopulation.;cats don't reproduce via claws;Declawing prevents cat overpopulation? Doubtful. I was a vet tech prior to becoming an RN. I have been physcially sick twice in the last 10 years of those careers....both times were as a vet tech. Neve as an ER nurse! Once was a shot puppy, another was a post op declaw. It was HORRIBLE. But clearly, sir, you need an anatomy class. You see cats don't reproduce via claws....1 cat can have 30  offspring in the wild.....my cats have the option to go outside (where they were found- cold, starving, wet, fighting for their lives in city streets) they don't want to go outside!!!! Why would they?? And personally I would rather buy 15 couches than live without any of my fur babies. I can't even believe you were allowed to write this article, as you are terribly misinformed.
2790;21115;farm;1;2;to be in charge a leader power control;the user expresses skepticism towards the us investing in israel's legitimacy, questioning why this responsibility falls on the us, and critiques israel's case for legitimacy under current leadership.;It is up to them to make their own case for their own legitimacy. However, they have;"""It would only invest the United States in the message that Israel is here to stay."" Why is it up to the United States to do any such thing? Israel has been in existence for nearly 70 years. It is up to them to make their own case for their own legitimacy. However, they have made a very poor case for it under Bibi."
2791;8682;a gamble;1;0;to make money. have fun. money fun;the intention of the tweet towards 'a gamble' is to criticize the negative impact of casinos on society and individuals.;Gambling destroys more families than marijuana ever did;it hilarious that the states scream for Casino's yet fear legalizing marijuana. Gambling destroys more families than marijuana ever did. Casino's prey far more on those who can least afford to gamble than it does in attracting the extremely wealthy to gamble away what they have in the same percentage terms. Know why ? Rich are rich for a reason, they did not gamble away their chance at success, wasting their money on a dream of striking it rich. Casino's pay terribly low wages for service persons. Casino's in the end cost society more than they can ever generate to the states or federal gov't. Casino's should as they always were be a destination resort to insure those that do gamble can at least afford it. I never saw a poor person at Atlantis in the Bahamas, or Aruba, I cannot say the same for Foxwoods, Atlantic City, or even Las Vegas. At one time Las Vegas was a destination resort, now it too exploits the poor more than taking from tourists I don't gamble, but I do enjoy watching people play, I don't enjoy watching them lose.
2792;17997;speech;1;0;to be a good employee worker express his opinion leader;the intention of the tweet towards target'speech' is to distinguish between free speech rights and workplace efficiency.;there is a distinction between free speech rights;What the NJ Transit employee failed to understand is that there is a distinction between free speech rights (burning a Koran, a flag or what have you) and the fact that employment in America is, by and large, at-will -- you can get fired if your boss doesn't like the color of your socks. If his off-hours -- but very public and very controversial -- actions were deemed to affect his workplace efficiency, then his employer had a perfect right to fire him. Sadly, this particular individual has learned, in the harshest way possible, a rule of Free Speech that many tend to forget in our times: just because you have the right to say whatever you want it doesn't mean that it's always a smart idea to do so.
2793;18670;rebuild gaza;1;1;to be in power a leader control help the poor;the intention of the tweet towards target'rebuild gaza' is to criticize the international community's decision to invest in rebuilding gaza, while also questioning the sincerity of those who sympathize with the palestinians.;Oh yes they will, just as they approved another $5.8 billion to rebuild Gaza;"""The international community will not invest power, prestige and funds to chaperone an artificial ""state"" Oh yes they will, just as they approved another $5.8 billion to rebuild Gaza. Let's not pretend the millions of Westerners who sympathize with the Palestinians hold no sway with their governments, and that the Arab world doesn't care about Palestinians because that is patently false, or perhaps wishful thinking. But, if that is really your 'concern' for Palestine, then why doesn't Israel help out by donating the $3  billion per year it receives in US foreign aid? Why wait for others when Israel is a ""modern marvel"" of riches in the desert? Write the first check, I say! Isn't the real problem here that Israel is having a meltdown because the world is becoming increasingly aware of their appalling treatment of Palestinians and thus may interfere with Israel's ultimate plan to annex all of the West Bank and sever Gaza?"
2794;18117;debate;1;1;to make a point express his opinion be leader opinions;the intention of the tweet towards target 'debate' is to criticize the hypocrisy of joining a debate on facebook while trying to live a real life.;I couldn't agree more. Real life is not Facebook et al;"I couldn't agree more. Real life is not Facebook et al. But what is really funny about David Wygant's comments saying about the same thing si that it is followed by ""Join Room for Debate on Facebook and follow updates on twitter.com/roomfordebate"". - just what you shouldn't be doing if you want to live a real life! And yet, here am I, writing a comment..."
2795;1218;isreal of today;1;0;to be in control a leader power charge;the user criticizes israel's government for funding extremism and stifling dissent, while contrasting this with their view of iran as not seeking war.;The Israel that has funded and nurtured it own form of extremism, it's;Eran Lerman and his paranoia could be speaking about the Israel of today. The Israel that has funded and nurtured it own form of extremism, it's paranoia about dissent from within. Israel is well aware that Iran has no appetite for war nor the money to take on the world's 4th largest army. Mr. Lerman ponders about the true leadership in Iran while I ponder about the government funded Lehava, the extremists who desecrates churches, mosques and those Israelis who disagree with the new norm, the Kehanist mindset.
2796;21380;immigration;1;2;to be a good parent person get away with something it avoid the truth;the user intends to argue against dismissing information based on the speaker's credentials, particularly in the context of veganism, which they view as a fact-based movement, and to criticize feeding children a vegan diet as they consider it to be a form of child abuse.;Veganism is more akin to a religious movement, that a simple lifestyle;Dimissing this information simply because she does not have any initials after her name, is simply a excuse for intellectual laziness. It's clearly a defense mechanism for avoiding the facts. If she was espousing vegan ideals, you wouldn't even think about her credentials or lack thereof. Veganism is more akin to a religious movement, that a simple lifestyle choice. And just like any religion, people do not like having their beliefs questioned, even when their beliefs are clearly based on myth and legend. Everything she has stated here can be verified from scientific sources. It's not opinion but fact. But here is an opinion. Feeding children a vegan diet is child abuse. Pure and simple. Same as if parents feed their babies a diet of coke and chips
2797;8302;palestinian occupation;1;0;to be a good person friend leader;criticize the us's perceived support for the israeli occupation of palestine.;For the occupation of Palestine to be reversed, and for the apartheid to end;As long as the US continues to advocate a two-state solution, it will be perceived as pro-Israeli. For the occupation of Palestine to be reversed, and for the apartheid to end, a much more radical solution is needed, namely a one-state solution with equal rights for jews and arabs. This is seen as a major blind spot in US foreign policy. There seems to be no concerted effort to end the oppression of Palestinians. Why not? Everyone assumes that the pro-jewish lobby would never countenance that sort of change. So the impasse continues ad infinitum.
2798;19781;teacher training us;1;2;to be a leader in charge control fair competitive;the author strongly opposes non-compete agreements, advocating for honest competition and employee freedom in career development, with a legitimate exception for trade secrets.;Isn't honest competition the American way? Why should labor markets be allowed to dodge;It is absolutely venal and unsupportable for companies to think they have the right to suppress employees' future career options. Don't want sales employees to 'poach' clients? Keep the employees happy through good treatment and keep clients happy through relationships that go beyond the single sales person. I'd be willing to bet that every manager now trying to institute non-competes got to their current position by competing effectively up the ladder. Isn't honest competition the American way? Why should labor markets be allowed to dodge what all other markets are required to promote- competition? Just do your corporate job right, that's how you earn corporate success, not by limiting the career paths of employees after they leave you. The only legitimate use of these limitations would be in the area of trade secrets.
2799;15211;none;1;2;to be heard. heard express his opinion their opinions;the intention of the tweet is to express frustration with the current state of affairs and call for more freedom of speech.;Less repression and less what's essentially sanctimonious PR by;"#21 is right so far as this is a legal issue re. employee/employer. But enough's enough. Let people speak their minds. These are tough times; there's lot's to be upset about. Less repression and less what's essentially sanctimonious PR by the complainers might do us more good in the long run. The point of a right to free speech is precisely that some people's opinions about important things are bound to offend (i.e., really offend) some other people (and draw negative attention). So, we (the right thinking one's among us) are offended, uncomfortable, squirming; get over it."
2800;16367;online medical advice;1;1;to know what is wrong find out happened the cause;the intention of the tweet is to seek online medical advice.;i was was working graveyard shift and started feeling a loss of function in my right;In december i was was working graveyard shift and started feeling a loss of function in my right arm. Looked it up using my left hand and was directed to a stroke web site next thing I did was have the shift lead call 911. By the time the paramedics arrived I'd lost feeling on all of my right side. Got to the er and was stabilized and with a few hours of tests the diagnosis the web gave me was confirmed. Glad that resource was there
2801;19624;speech;1;2;to be in control have a baby doctor help;the intention of the tweet is to criticize the quality of care provided by male doctors during childbirth.;He touched me and examined me without asking my permission;How large is the (significant) difference between outcomes for a baby born at home and one born in the hospital? And, is it due to the inclusion in this data of incompetent midwives? I have known several women who gave birth at home, and wished to do so myself, but couldn't because of complications. My experience of birthing in a hospital with a male resident was quite unpleasant. He touched me and examined me without asking my permission. He said my membranes had not broken and I was urinating. Every woman who has experienced membranes breaking knows the difference. A woman/midwife wouldn't have done/said these things this. Childbirth is difficult enough without unempathic male doctors.
2802;15625;minor violations;1;0;to be feared feared. in control intimidate people;the intention of the tweet towards target'minor violations' is to criticize the militarization of police departments and the excessive use of force in response to minor violations.;These days, even very minor violations of the law can result in a SWAT team raid;Once upon a time, the police were one of the most respected institutions in America, but now most Americans fear them. Almost every single day there are multiple stories of police brutality or misconduct that make the local news. Increasingly, police departments all over the United States are being transformed into military-style units. These days, even very minor violations of the law can result in a SWAT team raid.
2803;5139;heritage;1;1;to be inclusive inclusive. fair respectful;the intention of the tweet is to promote unity and sharing of heritage in jerusalem.;Why can't the Israelis and Palestinians each celebrate and share their heritage in Jerusalem?;Jerusalem, like any great, historic city, should never be divided. So it should be shared. Why can't the Israelis and Palestinians each celebrate and share their heritage in Jerusalem? Let every nation place its embassy there as an offering of peace and solidarity.
2804;6823;europe;1;1;to be a good person get rid of them the stigma people;the intention of the tweet towards target 'europe' is to criticize and express hatred towards europeans who take in refugees without questions asked and those who are on a migration trip into social security systems that have been paid for by europeans.;Labelling them refugees is one of the pillars for the hatred between Europeans;Better yet, stop calling them refugees and start calling them for what most of them are: illegal migrants. A spade is a spade is a spade and not a hammer. And start treat them for what they are and apply existing laws. Labelling them refugees is one of the pillars for the hatred between Europeans, who usually take in those who really need help with no questions asked, and those who are on a migration trip into social security systems that have been paid for by those stupid infidels. A sort of Dhimmi tax.
2805;12374;wage;1;0;to save money be generous helpful help others;the intention of the tweet towards target 'wage' is to advocate for higher wages for restaurant and bar owners.;If they were paid a living wage, yes, food and drinks I guess would be more;Why should it be our job to help out the owners of the restaurants and bars? I mean isn't that what we are being asked to do? If they were paid a living wage, yes, food and drinks I guess would be more expensive. I think if we all tipped less it would put pressure on the owners to share the wealth.
2806;18995;companies;1;0;to make money get rich ahead cheat;the intention of the tweet towards target 'companies' is to criticize and expose their unethical practices and call for government intervention to prevent such activities.;VW scammed the world and pumped out far more carbon emissions than it claimed due to software;WHITHER VW So VW scammed the world and pumped out far more carbon emissions than it claimed due to software manipulation. Stock brokerage institutions have reportedly gamed their software to give themselves an insider's advantage on trades. Both clearly over the line, there seems to be lots of cheating going on. The violations are made possible by software designers who follow the instructions of their employers to design packages that will get them the profits they want. In the case of VW, by hook or by crook. Probably the same for software that games the stock market. Still, if human beings can design the software, then human beings can understand it and monitor it. That would require the government developing new agencies on the order of the NSA (or expanding the NSA) to deter, intercept and halt software that does illegal things. Can we do the job? Yes, with diligence and lots of legislation and funding. Will we get the job done? Considering the histrionics in response to the NSA, I've got serious doubts. But ya never know. Perhaps in Germany at VW on ground zero?
2807;15662;fertility procedures;1;1;to have a family child baby be parent children;the intention of the tweet is to raise awareness about the inconvenience and career-impacting nature of fertility procedures.;the longer you wait, the greater the chances that you will need fertility procedures that are incon;One thing that many young women may not realize is just how hard IVF is. I was very lucky that my IVF was mostly covered by insurance and that I got pregnant after a single round. But I was surprised by the toll that fertility treatments took on me personally and professionally. The shear number of clinic visits made the process highly time-consuming, and the side effects of the medications interfered with my ability to be productive at work. So if it feels inconvenient to balance children with work at a younger age, keep in mind that the longer you wait, the greater the chances that you will need fertility procedures that are inconvenient and career-impacting in of themselves... and that's all before the baby actually arrives!
2808;14314;office design;1;1;to make a point be creative understood show off;the intention of the tweet towards target 'office design' is to emphasize the need for privacy and trust in a collaborative work environment.;An office needs to be designed based on the kind of work people are doing. Pity;I'm in advertising. A writer and an art director (in the old world) are paired together to come up with creative ideas that neither might arrive at alone. It's an awkward dance between two minds. You have to make a fool of yourself, try out all the bad ideas first, give criticism, accept it. At times it means shouting, singing, cursing, ranting, and speaking every bawdy, politically-incorrect idea that crosses your mind. The process can not be done in public, in an open work area. It's too embarrassing. It involves trust in the person you're collaborating with not to repeat every stupid thing you uttered on the hard road to a good idea. An office needs to be designed based on the kind of work people are doing. Pity to anyone who needs to work on the phone in an open plan.
2809;6903;housing regulation;1;1;to be in charge control a leader make money.;the intention of the tweet is to advocate for housing regulation.;Business cannot be trusted, no matter how much hot air their lobbyists spout;We heard the same refrain during the run-up to the housing crash. Fed Chair Alan Greenspan claimed businessmen would regulate themselves. They would look at the long-term risks of originating mortgages without due diligence and refuse. We know how that turned out. Even Greenspan later admitted he was wrong, that business cares only about the next quarter and doesn't care how to get there. Sorry, the markets have spoken. Business cannot be trusted, no matter how much hot air their lobbyists spout. Regulation is absolutely necessary.
2810;12974;access to literacy;1;1;to be a good citizen person teacher helpful others make difference;promote access to literacy through expanding cooperative programs and access at schools and libraries.;Expand cooperative programs between these two foundations of a literate society;"When faced with lemons, make lemonade. Here's an opportunity to develop holistic learning communities that include schools and libraries. Expand cooperative programs between these two foundations of a literate society; expand access (hours and transportation to) at both schools and libraries; develop synergies between teachers, librarians and IT specialists."
2811;3559;no tax on capital gains;1;0;to get rid of taxes be a good citizen person make point;the intention of the tweet towards target 'no tax on capital gains' is to express strong opposition and disgust.;should be shunned as the moral degenerates that they are they;"I am disgusted at the premise of the article. How bad do things have to get in this country before sanity takes hold about taxes? The decline of the United States started with Ronald Reagan's presidency and the introduction of supply side economics that favored the rich and penalized the poor. Twenty years later we live in a nation with a middle class that is now poor, and a tiny slice of the population that holds virtually all the wealth. Our bridges and roads are in disrepair, our prisons are full, our schools are failing, our colleges are unaffordable, our jobs are in Asia, our government is corrupt, and our corporation operate like criminal predators. And the NY Times prints an article posing the question, should we eliminate the tax that rich people pay on income from investments? What a disgrace! The publishers should be ashamed of themselves. And the writers here that advocate abolishing the tax on capital gains should be shunned as the moral degenerates that they are; they should be treated as anti-social pariahs, like meth lab operators or child molesters."
2812;2058;beauty padgets;1;0;to be noticed attractive admired accepted;the intention of the tweet towards beauty products is that they are superficial and do not contribute to a person's self-esteem or worth.;Yes, they are bad for girls;Oh, and to answer the question: Yes, they are bad for girls. When girls are constantly judged on their physical appearances, it is bad for their self-esteem and sense of worth. I don't think very many men really understand this. I'm not the sort of woman who believes that my beauty doesn't give me ANY power with men. But, the thing is beauty is different from other sorts of positive attributes. Sure, I may think I'm beautiful, and therefore, I'm beautiful. But that's not really how it works. I can only be beautiful, really, if men deem that I am so. My physical beauty isn't really about me. And, it gets me nothing but your approval. Who says I need your approval? I always look at beauty as necessary, but meaningless. My beauty makes other people treat me better and makes my life easier in some ways, but it doesn't do much for me otherwise. It will never be the reason why I love myself. It will never be the reason why I'm proud of who I am. It will never tell you anything real about me.
2813;5401;the u.s.;1;1;to be a good friend get better deal person citizen;the user is questioning the perceived hypocrisy in the usa's foreign policy, particularly towards cuba and communist nations.;the USA aided and sheltered Luis Pasada, a convicted;Can Mr. Montaner explain why the USA aided and sheltered Luis Pasada, a convicted terrorist who blew up a Cuban Airliner killing 37 innocent people? I find it incredible that we trade freely with Vietnam and China, two communist nations, but for some reason the US cannot establish relations with Cuba?
2814;392;democracy;1;1;to be in charge power control a leader;criticizes the idea of royalty and argues for democracy.;I would never willingly give up my democratic right to get rid of leaders whose decrees;The only concrete definition of royalty I can think of is rule by decree as opposed to rule by consent. Furthermore, it doesn't make any difference if one attains royalty through heredity, voter fraud or simply by buying an election. The result is the same in each case, i.e., the right to rule was gained without the consent of the governed. It must be Bhutan was very lucky because I can't think of any other royal ruler who went down in history as having consistently issued decrees that were in the best interests of those he (or she, in some rare cases) governed. Personally, I would never willingly give up my democratic right to get rid of leaders whose decrees failed this test. We're all human after all and thus everyone is certain to make mistakes eventually. The idea that someone with ultimate power would have the right to make mistakes with no fear that the consequences could result in their removal is, well, beyond reason.
2815;9995;parent;1;0;to be a good person get ahead in life job parent;the intention of the tweet towards the target 'parent' is to encourage them to stop blaming the economy for their struggles and instead look within themselves for solutions.;My father, who came from less than nothing, with no family to move back in with,;"""This is a rational response to the challenging economic climate."" Herein lies a large part of the problem. We adults need to stop repeating this idea that it's due to the economy. Seriously? My father, who came from less than nothing, with no family to move back in with, built a home & cared for a very sick child with no insurance or public assistance at a time when inflation & interest rates on loans were double digits. There were no home depots or cell phones to make his life easier. He worked 2 jobs in that terrible economic climate & still managed to build a home & pay all his family's medical bills with no insurance. All with a 9th grade education. So please, stop blaming this GREAT economy (low unemployment, low interest rates, strong markets, easy access, public assistance out the wazoo) & start looking within."
2816;7820;taiwan;1;1;to be a leader help the people in control helpful;the intention of the tweet towards 'taiwan' is to advocate for the us to support taiwan's democracy and security.;Taiwan is a democracy now, and that the US needs to side with democracy in Asia;I agree with the comments that Taiwan is a democracy now, and that the US needs to side with democracy in Asia. China is by all accounts still very undemocratic and is fighting the tail end of a Civil War with the Chinese Nationalists with which Taiwan had very little to do, but Taiwan's future as a free and democratic nation is now being held hostage to that Civil War. The US needs to not only make the required defense articles available to Taiwan (this helps the US economy), but also retain its forward presence so it can come to the defense of Taiwan if push comes to shove. Another thing the US can do is to gr4adually move towards normalization of relations with Taiwan, and bring it into the international community as a full and equal member. In the 1950s and 1960s we made the mistake of isolating China. Now we are making the mistake of letting Taiwan dangle in diplomatic isolation. The people in Taiwan deserve better from us.
2817;5666;bar exams;1;0;to be a lawyer become get job degree;the intention of the tweet towards target 'bar exams' is to criticize the process and suggest that it is a scheme to collect money from students and their families.;law school is mostly a scheme to collect incredible amounts of money from students, their families and;Our son , already a member of the Florida Bar, was studying to take Massachusetts bar exam using materials from one of the more respected prep schools. I accepted his challenge to take the closed book exam and he was amazed when he graded my answer sheet and found that I scored with a high passing grade. Sure, I have an engineering degree and have spent many years in business and government but zero time in law school. My logic may be flawed, but I came away believing that law school is mostly a scheme to collect incredible amounts of money from students, their families and their futures to pay faculty members. This position is supported by practicing attorneys who want to create barriers and limit competition. The guild systems produced society's skilled craftsmen for centuries. Instead of the sterile halls of academe prospective lawyers should repair to the law offices of practicing attorneys. Abraham Lincoln never went to law schools. He simply read the law.
2818;12446;travel;1;1;to help the poor be a leader educated helpful;the intention of the tweet is to advocate for a semester abroad or gap year requirement for language learning and to fund it to make it accessible to a wider audience.;Without relevant travel, learning a language neither occurs nor is relevant to later life;Without relevant travel, learning a language neither occurs nor is relevant to later life. Let's require a semester abroad or gap year to go with that language requirement. And let's fund it so it is not only the rich who benefit.
2819;18836;bashar al-assad;1;1;to not get in trouble know who is responsible into caught;the intention of the tweet is to question the reliability of evidence against bashar al-assad and to caution against taking action without more information.;President Bashar al-Assad is bad;Even with evidence of poison gas having been used, how do we know which side was responsible? And, yes President Bashar al-Assad is bad -- but we have no reason to know (if we aid his opponents) who they are and what they will do. They could be worse. So, without more information... DO NOTHING.
